"Conc","timestamp","Bosch1","Bosch2","SGP30","Winzen1","Winzen2","Temperature","Humidity","absolute_Humidity","Bosch1_ppm","Bosch2_ppm"
0.12132,"2021-02-04 20:20:00",123.4565,68.532,105.3,0,92.1,28.5785,8.109,2.27732361305079,1252.32463330244,1218.76011318429
0.120743,"2021-02-04 20:21:00",123.463,68.6515,102.15,0,95.3,28.491,8.121,2.26977859919223,1256.40708012271,1220.73063034159
0.118278,"2021-02-04 20:23:00",124.366,68.9945,98.25,0,102.3,28.155,8.2135,2.25366243329796,1256.20500177993,1223.40793409416
0.11854,"2021-02-04 20:24:00",124.673,69.172,100.2,0.9,107.9,28.071,8.2685,2.25829559793837,1250.55599415612,1217.62906816439
0.117829,"2021-02-04 20:25:00",124.234,69.1145,104.05,0,107.6,28.276,8.2325,2.27394770939314,1246.33148669361,1210.03478738573
0.118242,"2021-02-04 20:26:00",123.9235,69.049,103.8,0,95.1,28.4665,8.1585,2.27719743834496,1247.67442570013,1209.43486110286
0.119029,"2021-02-04 20:28:00",123.7145,68.7775,103.35,0,89.7,28.553,8.096,2.27049688723314,1253.46785159603,1218.0430279891
0.11693,"2021-02-04 20:29:00",124.0965,68.7875,100.4,0,93.3,28.456,8.113,2.26319351270022,1253.64138769261,1221.8885782428
0.117335,"2021-02-04 20:30:00",124.3015,69.028,98.2,0,97.1,28.313,8.144,2.25407891286553,1256.62247788322,1222.57016877345
0.117199,"2021-02-04 20:31:00",124.742,69.2635,96.65,0,101.1,28.1345,8.197,2.24660108531522,1256.3542798021,1222.4665778992
0.117763,"2021-02-04 20:33:00",124.5045,69.2865,105.2,0,108.2,28.294,8.2045,2.26845550850745,1246.63550806878,1209.95061292008
0.118035,"2021-02-04 20:34:00",123.9915,69.0295,106.05,0,95.3,28.516,8.1245,2.27387216672084,1248.81535002971,1211.61456438227
0.117728,"2021-02-04 20:34:00",123.9915,69.0295,106.05,0,95.3,28.516,8.1245,2.27387216672084,1248.81535002971,1211.61456438227
0.11717,"2021-02-04 20:35:00",123.855,68.8175,105.3,0,90.5,28.627,8.068,2.271839130082,1251.31031751263,1216.5775169532
0.119831,"2021-02-04 20:38:00",124.3425,68.982,101.4,0,98,28.4125,8.082,2.24917107694761,1258.93485073418,1226.12805057813
0.119385,"2021-02-04 20:38:00",124.3425,68.982,101.4,0,98,28.4125,8.082,2.24917107694761,1258.93485073418,1226.12805057813
0.118244,"2021-02-04 20:39:00",124.877,69.2235,98.9,0,101.5,28.2445,8.127,2.24092530724356,1258.16419557409,1226.35064380136
0.118243,"2021-02-04 20:40:00",125.1805,69.5085,98,0,105,28.085,8.1925,2.23926257002064,1256.05771985985,1222.14266306156
0.119146,"2021-02-04 20:42:00",124.728,69.504,103.1,0,101.8,28.3905,8.1295,2.25966004632993,1249.24965889002,1210.88886836259
0.119567,"2021-02-04 20:43:00",124.7565,69.3265,102.5,0,94.3,28.4915,8.0705,2.25572596029614,1251.14222654719,1216.26337038984
0.119429,"2021-02-04 20:44:00",124.854,69.2395,99.9,0,94.1,28.4925,8.0545,2.25137739088462,1252.57777022301,1220.24508486223
0.118752,"2021-02-04 20:45:00",125.056,69.29,98.15,0,96.9,28.413,8.0645,2.24436251605515,1254.45789105097,1223.23457532122
0.118969,"2021-02-04 20:47:00",125.9205,69.669,96.6,0,102.2,28.1035,8.148,2.22936701994641,1254.22627552463,1224.79578296555
0.118608,"2021-02-04 20:48:00",125.695,69.926,98.25,0,109.1,28.0815,8.1915,2.23855815492652,1251.32394767657,1215.05032718943
